date,interval_start,queue,language,model_forecast_calls,model_required_agents,available_agents,model_staffing_gap_agents,stress_gap_if_calls_plus_5pct,event_types,fragility_reason
2026-02-09,14:00,Sales,DE,5.85,3.15,3,-0.15,-0.3075000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,19:15,Customer Service,DE,3.485,2.197,2,-0.197,-0.3068500000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-13,10:15,Customer Service,DE,4.978,3.148,3,-0.148,-0.3054000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-01,13:45,Sales,DE,3.928,2.194,2,-0.194,-0.3037000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-09,09:45,Customer Service,DE,3.474,2.193,2,-0.193,-0.3026500000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-10,11:45,Customer Service,DE,3.358,2.191,2,-0.191,-0.3005499999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,18:15,Sales,DE,4.064,2.191,2,-0.191,-0.3005499999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-10,17:30,Customer Service,DE,3.373,2.19,2,-0.19,-0.2995000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,19:15,Sales,DE,4.073,2.189,2,-0.189,-0.2984500000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-04,08:00,Customer Service,DE,3.347,2.188,2,-0.188,-0.2974000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,11:00,Sales,DE,4.186,2.187,2,-0.187,-0.2963499999999999,sales_offer,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,11:15,Customer Service,DE,4.953,3.139,3,-0.139,-0.29594999999999994,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-12,15:15,Sales,DE,3.91,2.186,2,-0.186,-0.2953000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,18:15,Customer Service,FR,4.483,2.186,2,-0.186,-0.2953000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-11,13:45,Sales,DE,4.064,2.185,2,-0.185,-0.29425000000000034,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,13:45,Customer Service,FR,4.471,2.185,2,-0.185,-0.29425000000000034,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-07,18:45,Customer Service,DE,3.45,2.185,2,-0.185,-0.29425000000000034,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-02,12:45,Customer Service,DE,3.451,2.185,2,-0.185,-0.29425000000000034,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-05,17:00,Customer Service,DE,4.945,3.137,3,-0.137,-0.29384999999999994,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-07,13:30,Customer Service,DE,4.528,3.136,3,-0.136,-0.29280000000000017,service_incident,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-04,09:45,Customer Service,DE,3.351,2.183,2,-0.183,-0.2921499999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-10,11:15,Sales,DE,5.561,3.135,3,-0.135,-0.29174999999999995,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-08,11:00,Customer Service,DE,3.442,2.181,2,-0.181,-0.29005000000000036,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-12,16:15,Customer Service,DE,4.959,3.133,3,-0.133,-0.28964999999999996,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,17:45,Sales,DE,4.053,2.179,2,-0.179,-0.28794999999999993,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-05,16:45,Customer Service,DE,4.933,3.13,3,-0.13,-0.2865000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-01,11:30,Customer Service,DE,4.796,3.127,3,-0.127,-0.28335,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-03,13:45,Sales,DE,5.805,3.126,3,-0.126,-0.2823000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-04,12:30,Sales,DE,5.807,3.126,3,-0.126,-0.2823000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-13,13:30,Customer Service,DE,4.928,3.126,3,-0.126,-0.2823000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-10,11:15,Customer Service,DE,3.323,2.172,2,-0.172,-0.2806000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,16:45,Sales,DE,5.804,3.124,3,-0.124,-0.2802000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,11:00,Customer Service,FR,4.468,2.168,2,-0.168,-0.2764000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-13,09:30,Sales,DE,4.032,2.166,2,-0.166,-0.2743000000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-02,18:15,Customer Service,IT,4.494,2.164,2,-0.164,-0.2722000000000002,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,12:45,Sales,DE,4.019,2.162,2,-0.162,-0.27010000000000023,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-12,09:30,Customer Service,DE,3.324,2.162,2,-0.162,-0.27010000000000023,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-04,14:15,Sales,DE,4.018,2.16,2,-0.16,-0.26800000000000024,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-11,15:15,Sales,DE,3.842,2.158,2,-0.158,-0.2658999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-03,13:45,Customer Service,DE,3.403,2.155,2,-0.155,-0.26275000000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-08,14:30,Customer Service,DE,3.418,2.154,2,-0.154,-0.2616999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-13,15:00,Customer Service,DE,4.917,3.106,3,-0.106,-0.26129999999999987,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-01,17:45,Sales,DE,3.98,2.153,2,-0.153,-0.26065000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,14:30,Sales,DE,5.77,3.105,3,-0.105,-0.2602500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-06,11:45,Customer Service,DE,4.909,3.105,3,-0.105,-0.2602500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-14,16:45,Customer Service,DE,3.392,2.152,2,-0.152,-0.2596000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-09,09:15,Sales,DE,2.224,1.199,1,-0.199,-0.25895,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,15:00,Customer Service,FR,2.466,1.199,1,-0.199,-0.25895,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,18:00,Customer Service,EN,2.194,1.199,1,-0.199,-0.25895,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-03,17:45,Sales,DE,3.846,2.151,2,-0.151,-0.25855000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-12,11:00,Sales,DE,3.988,2.15,2,-0.15,-0.25749999999999984,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-08,09:30,Sales,DE,3.843,2.15,2,-0.15,-0.25749999999999984,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-06,17:00,Customer Service,DE,4.89,3.102,3,-0.102,-0.2570999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-10,18:00,Customer Service,IT,2.582,1.197,1,-0.197,-0.25685,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-07,10:30,Customer Service,IT,2.575,1.197,1,-0.197,-0.25685,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-08,10:45,Sales,DE,2.229,1.196,1,-0.196,-0.2558,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-11,17:15,Customer Service,DE,3.301,2.148,2,-0.148,-0.2554000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-14,09:30,Sales,DE,3.994,2.148,2,-0.148,-0.2554000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-01,12:00,Customer Service,DE,4.761,3.1,3,-0.1,-0.25500000000000034,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,19:30,Customer Service,IT,2.577,1.195,1,-0.195,-0.25475000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-09,10:30,Sales,DE,2.23,1.195,1,-0.195,-0.25475000000000003,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,15:45,Customer Service,EN,2.189,1.194,1,-0.194,-0.25370000000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-08,13:30,Customer Service,DE,3.363,2.146,2,-0.146,-0.25329999999999986,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-09,13:15,Customer Service,IT,2.566,1.193,1,-0.193,-0.25265000000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-13,14:15,Customer Service,IT,2.563,1.193,1,-0.193,-0.25265000000000004,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,14:00,Customer Service,EN,2.183,1.192,1,-0.192,-0.25160000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-13,14:15,Customer Service,FR,2.334,1.192,1,-0.192,-0.25160000000000005,holiday_rebound,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-10,09:00,Customer Service,EN,2.191,1.192,1,-0.192,-0.25160000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,18:15,Customer Service,EN,2.183,1.192,1,-0.192,-0.25160000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-04,08:45,Customer Service,EN,2.187,1.191,1,-0.191,-0.25055000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,15:15,Customer Service,FR,2.449,1.191,1,-0.191,-0.25055000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,09:30,Customer Service,FR,2.439,1.191,1,-0.191,-0.25055000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-04,12:15,Customer Service,IT,2.558,1.191,1,-0.191,-0.25055000000000005,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-01,13:15,Customer Service,IT,2.395,1.191,1,-0.191,-0.25055000000000005,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-09,17:30,Customer Service,DE,4.91,3.095,3,-0.095,-0.24975000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,17:30,Customer Service,IT,2.559,1.19,1,-0.19,-0.24950000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,14:00,Customer Service,FR,2.447,1.19,1,-0.19,-0.24950000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-07,14:15,Sales,DE,2.218,1.189,1,-0.189,-0.24845000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,09:15,Customer Service,FR,2.439,1.189,1,-0.189,-0.24845000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,18:15,Customer Service,FR,2.44,1.189,1,-0.189,-0.24845000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-09,08:45,Sales,DE,3.823,2.141,2,-0.141,-0.2480500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,17:45,Sales,DE,3.982,2.141,2,-0.141,-0.2480500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,19:00,Customer Service,FR,2.455,1.188,1,-0.188,-0.24740000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,09:00,Customer Service,FR,2.439,1.188,1,-0.188,-0.24740000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-03,15:45,Customer Service,IT,2.551,1.188,1,-0.188,-0.24740000000000006,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,18:45,Customer Service,IT,2.55,1.187,1,-0.187,-0.24635000000000007,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-02,11:00,Customer Service,IT,4.442,2.139,2,-0.139,-0.24594999999999967,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,12:15,Customer Service,IT,2.548,1.186,1,-0.186,-0.24530000000000007,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-01,18:00,Customer Service,FR,2.336,1.186,1,-0.186,-0.24530000000000007,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-01,18:15,Sales,DE,3.966,2.138,2,-0.138,-0.2448999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-10,19:30,Customer Service,DE,3.392,2.138,2,-0.138,-0.2448999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-10,08:45,Customer Service,FR,2.44,1.185,1,-0.185,-0.24425000000000008,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-14,10:45,Customer Service,EN,2.171,1.185,1,-0.185,-0.24425000000000008,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-02,10:30,Customer Service,FR,2.442,1.185,1,-0.185,-0.24425000000000008,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-08,12:15,Customer Service,DE,4.89,3.089,3,-0.089,-0.24345000000000017,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-13,10:15,Sales,DE,2.205,1.184,1,-0.184,-0.24320000000000008,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,17:15,Sales,DE,3.969,2.136,2,-0.136,-0.24280000000000035,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,14:15,Customer Service,EN,2.168,1.183,1,-0.183,-0.2421500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,11:00,Customer Service,FR,2.422,1.183,1,-0.183,-0.2421500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-11,08:15,Customer Service,EN,2.168,1.183,1,-0.183,-0.2421500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,09:30,Customer Service,FR,2.421,1.182,1,-0.182,-0.2411000000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-12,15:00,Sales,DE,5.732,3.086,3,-0.086,-0.24029999999999996,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-02,15:30,Customer Service,DE,4.877,3.086,3,-0.086,-0.24029999999999996,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-06,14:30,Sales,DE,2.203,1.181,1,-0.181,-0.2400500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-06,11:30,Customer Service,DE,4.879,3.085,3,-0.085,-0.23925000000000018,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-06,10:00,Customer Service,IT,2.535,1.18,1,-0.18,-0.23899999999999988,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,10:15,Customer Service,IT,2.531,1.18,1,-0.18,-0.23899999999999988,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-09,08:30,Customer Service,EN,2.169,1.18,1,-0.18,-0.23899999999999988,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-06,10:30,Customer Service,IT,2.542,1.179,1,-0.179,-0.2379500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,08:00,Customer Service,FR,2.421,1.179,1,-0.179,-0.2379500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,15:15,Customer Service,EN,2.165,1.179,1,-0.179,-0.2379500000000001,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-07,19:15,Sales,DE,3.959,2.131,2,-0.131,-0.2375499999999997,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-14,12:00,Customer Service,DE,4.872,3.083,3,-0.083,-0.2371500000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-05,18:00,Customer Service,IT,2.466,1.178,1,-0.178,-0.2368999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-12,08:30,Customer Service,FR,2.423,1.178,1,-0.178,-0.2368999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-12,19:30,Sales,DE,3.953,2.13,2,-0.13,-0.23649999999999993,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-09,19:15,Sales,DE,3.984,2.13,2,-0.13,-0.23649999999999993,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-04,16:15,Customer Service,DE,4.736,3.082,3,-0.082,-0.23609999999999998,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-04,18:15,Customer Service,IT,2.522,1.177,1,-0.177,-0.23585000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-04,18:00,Customer Service,IT,2.522,1.177,1,-0.177,-0.23585000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-14,18:30,Customer Service,IT,2.537,1.176,1,-0.176,-0.2347999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-12,18:45,Sales,DE,2.102,1.175,1,-0.175,-0.23375000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-13,09:15,Customer Service,FR,2.418,1.175,1,-0.175,-0.23375000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,18:45,Customer Service,EN,2.153,1.175,1,-0.175,-0.23375000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-03,18:30,Customer Service,FR,2.303,1.175,1,-0.175,-0.23375000000000012,holiday_rebound,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-04,18:45,Customer Service,EN,2.153,1.175,1,-0.175,-0.23375000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-09,17:45,Customer Service,IT,2.529,1.175,1,-0.175,-0.23375000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-09,17:00,Customer Service,IT,2.529,1.175,1,-0.175,-0.23375000000000012,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-02,17:30,Customer Service,DE,3.354,2.127,2,-0.127,-0.23334999999999972,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-03,12:15,Sales,DE,3.956,2.127,2,-0.127,-0.23334999999999972,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-13,12:30,Customer Service,DE,4.863,3.079,3,-0.079,-0.2329500000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-11,15:00,Customer Service,FR,2.332,1.174,1,-0.174,-0.2326999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-05,09:15,Customer Service,FR,2.332,1.174,1,-0.174,-0.2326999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-05,09:30,Customer Service,FR,2.307,1.174,1,-0.174,-0.2326999999999999,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-12,18:30,Sales,DE,3.946,2.126,2,-0.126,-0.23229999999999995,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,18:30,Sales,DE,3.954,2.126,2,-0.126,-0.23229999999999995,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-05,11:00,Customer Service,FR,2.408,1.173,1,-0.173,-0.23165000000000013,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-03,18:15,Sales,DE,2.102,1.173,1,-0.173,-0.23165000000000013,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-12,09:30,Customer Service,FR,2.332,1.173,1,-0.173,-0.23165000000000013,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-13,13:30,Sales,DE,5.728,3.077,3,-0.077,-0.23085000000000022,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-04,12:15,Customer Service,DE,4.867,3.077,3,-0.077,-0.23085000000000022,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-09,17:30,Customer Service,IT,2.522,1.172,1,-0.172,-0.23059999999999992,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-01,14:15,Customer Service,FR,2.26,1.172,1,-0.172,-0.23059999999999992,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-02,10:15,Customer Service,IT,2.528,1.172,1,-0.172,-0.23059999999999992,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-04,15:15,Customer Service,FR,2.412,1.171,1,-0.171,-0.22955000000000014,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-11,11:45,Sales,DE,5.84,3.075,3,-0.075,-0.22875000000000023,sales_offer,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-10,11:30,Sales,DE,5.728,3.075,3,-0.075,-0.22875000000000023,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-13,18:45,Customer Service,IT,2.526,1.17,1,-0.17,-0.22849999999999993,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-11,12:45,Sales,DE,2.088,1.17,1,-0.17,-0.22849999999999993,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-09,09:45,Customer Service,IT,4.566,2.122,2,-0.122,-0.22809999999999997,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-04-13,15:30,Customer Service,FR,2.412,1.169,1,-0.169,-0.22745000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-05,14:15,Customer Service,FR,2.392,1.169,1,-0.169,-0.22745000000000015,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-05,18:00,Sales,DE,3.936,2.121,2,-0.121,-0.2270500000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-05-11,10:00,Customer Service,EN,2.147,1.168,1,-0.168,-0.22639999999999993,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-13,18:15,Sales,DE,3.945,2.12,2,-0.12,-0.22600000000000042,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-12,09:30,Sales,DE,3.793,2.12,2,-0.12,-0.22600000000000042,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-13,15:00,Sales,DE,2.175,1.167,1,-0.167,-0.22535000000000016,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,17:00,Customer Service,IT,2.516,1.167,1,-0.167,-0.22535000000000016,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-11,17:15,Customer Service,IT,2.516,1.167,1,-0.167,-0.22535000000000016,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-11,19:45,Sales,DE,3.94,2.119,2,-0.119,-0.2249500000000002,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-06-01,10:00,Sales,DE,2.104,1.166,1,-0.166,-0.22429999999999994,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-02-13,14:15,Sales,DE,3.934,2.118,2,-0.118,-0.2239,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-03-13,18:45,Sales,DE,3.939,2.118,2,-0.118,-0.2239,,"Looks covered, but a 5% demand increase breaks the staffing buffer."
2026-01-01,13:15,Customer Service,FR,2.289,1.165,1,-0.165,-0.22325000000000017,billing_cycle,"Looks covered, but a 5% demand increase breaks the staffing buffer."
