date,queue,language,forecast_calls,partner_forecast_calls,actual_offered_calls,handled_calls,abandoned_calls,avg_aht_seconds,avg_required_agents,avg_available_agents,avg_staffing_gap,avg_occupancy,avg_service_level_30s,forecast_error,forecast_error_pct,partner_error,abandon_rate
2024-01-02,Sales,FR,60.44,62.38,55.0,47.397,7.603,307.37410416666665,0.52375,1.875,1.35125,0.2112625,0.87164375,-5.439999999999998,-0.09890909090909086,-7.380000000000003,0.13823636363636363
2024-01-02,Sales,IT,59.679,65.05799999999999,60.0,52.841,7.159,292.72822916666667,0.49337499999999995,1.875,1.3816249999999999,0.20925000000000002,0.8803458333333333,0.32099999999999795,0.005349999999999966,-5.057999999999993,0.11931666666666667
2024-01-03,Customer Service,DE,339.046,405.597,355.0,100.179,254.821,456.1695625,4.3693333333333335,1.25,-3.1193333333333335,0.5271791666666666,0.35556458333333335,15.954000000000008,0.04494084507042256,-50.59699999999998,0.7178056338028169
2024-01-03,Customer Service,EN,97.251,104.083,82.0,64.459,17.541,409.45958333333334,1.1249166666666668,1.875,0.7500833333333333,0.3314479166666667,0.8392979166666666,-15.251000000000005,-0.18598780487804883,-22.083,0.21391463414634146
2024-01-03,Customer Service,FR,111.519,99.416,107.0,90.362,16.637999999999998,360.90531250000004,1.1331041666666668,1.875,0.7418958333333333,0.3982625,0.83025625,-4.5190000000000055,-0.04223364485981314,7.584000000000003,0.15549532710280373
2024-01-03,Customer Service,IT,106.278,105.179,102.0,75.348,26.652,345.16720833333335,1.0364791666666666,1.25,0.21352083333333335,0.47197916666666667,0.7762312499999999,-4.278000000000006,-0.041941176470588294,-3.179000000000002,0.26129411764705884
2024-01-03,Sales,DE,187.544,198.535,171.0,124.096,46.904,396.69437500000004,2.1125625,1.875,-0.2375625,0.5759,0.7275916666666666,-16.54400000000001,-0.09674853801169597,-27.534999999999997,0.27429239766081875
2024-01-03,Sales,EN,46.454,49.150999999999996,46.0,42.864,3.136,342.08891666666665,0.4505625,1.875,1.4244375,0.20227916666666668,0.9020895833333333,-0.4540000000000006,-0.009869565217391319,-3.1509999999999962,0.06817391304347827
2024-01-03,Sales,FR,53.901,58.297,60.0,54.505,5.495,305.4989791666667,0.46658333333333335,1.875,1.4084166666666667,0.20803958333333336,0.8857979166666666,6.098999999999997,0.10164999999999995,1.703000000000003,0.09158333333333334
2024-01-03,Sales,IT,57.125,66.345,46.0,44.0,2.0,294.75139583333333,0.4737708333333333,1.875,1.4012291666666667,0.16610416666666666,0.9019125,-11.125,-0.2418478260869565,-20.345,0.043478260869565216
2024-01-04,Customer Service,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,Customer Service,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,Customer Service,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,Customer Service,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,Sales,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,Sales,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,Sales,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,Sales,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,Customer Service,DE,401.199,472.273,407.0,135.404,271.596,484.0462916666667,5.484437499999999,1.875,-3.6094375000000003,0.7345875,0.35398124999999997,5.800999999999988,0.014253071253071223,-65.27300000000002,0.6673120393120393
2024-01-05,Customer Service,EN,111.18,118.178,97.0,77.578,19.422,419.84816666666666,1.3087708333333332,1.875,0.5662291666666667,0.39852916666666666,0.8081833333333334,-14.180000000000007,-0.14618556701030935,-21.177999999999997,0.20022680412371135
2024-01-05,Customer Service,FR,126.917,116.836,121.0,99.425,21.575,380.40760416666666,1.354125,1.875,0.520875,0.4704229166666667,0.7990208333333334,-5.917000000000002,-0.04890082644628101,4.1640000000000015,0.17830578512396694
2024-01-05,Customer Service,IT,128.166,139.663,122.0,103.014,18.986,363.69958333333335,1.3142708333333333,1.875,0.5607291666666666,0.4600666666666666,0.8012854166666666,-6.165999999999997,-0.05054098360655735,-17.66300000000001,0.15562295081967215
2024-01-05,Sales,DE,152.23,162.598,167.0,117.919,49.081,399.45379166666663,1.7175624999999999,1.875,0.15743750000000004,0.5663041666666667,0.7553958333333334,14.77000000000001,0.08844311377245515,4.401999999999987,0.2938982035928144
2024-01-05,Sales,EN,40.516,40.014,35.0,29.019,5.981,342.8746458333333,0.392125,1.875,1.482875,0.15920208333333333,0.87338125,-5.515999999999998,-0.15759999999999996,-5.014000000000003,0.17088571428571428
2024-01-05,Sales,FR,48.099,49.999,35.0,31.0,4.0,304.2614791666667,0.4141875,1.875,1.4608125,0.10783333333333334,0.90380625,-13.098999999999997,-0.3742571428571428,-14.999000000000002,0.11428571428571428
2024-01-05,Sales,IT,45.815,47.707,42.0,34.773,7.227,291.78833333333336,0.3753958333333333,1.875,1.4996041666666666,0.13267291666666667,0.89505625,-3.8149999999999977,-0.09083333333333328,-5.707000000000001,0.17207142857142857
2024-01-06,Customer Service,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Customer Service,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Customer Service,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Customer Service,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Sales,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Sales,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Sales,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-06,Sales,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Customer Service,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Customer Service,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Customer Service,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Customer Service,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Sales,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Sales,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Sales,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-07,Sales,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,Customer Service,DE,414.92,506.235,354.0,144.041,209.959,460.4056041666667,5.369395833333333,1.875,-3.4943958333333334,0.7389458333333333,0.40886666666666666,-60.920000000000016,-0.17209039548022603,-152.235,0.5931045197740114
2024-01-08,Customer Service,EN,112.839,111.70400000000001,111.0,89.456,21.544,404.0340208333334,1.2911875000000002,1.875,0.5838125,0.408425,0.8060729166666666,-1.8389999999999986,-0.016567567567567554,-0.7040000000000077,0.1940900900900901
2024-01-08,Customer Service,FR,129.285,131.888,142.0,116.096,25.904,356.79335416666663,1.3006875,1.875,0.5743125,0.45418125,0.80595,12.715000000000003,0.08954225352112678,10.111999999999995,0.1824225352112676
2024-01-08,Customer Service,IT,136.919,148.947,154.0,117.369,36.631,340.4267916666667,1.3193958333333333,1.875,0.5556041666666667,0.49861041666666667,0.7747645833333333,17.08099999999999,0.11091558441558434,5.052999999999997,0.23786363636363636
2024-01-08,Sales,DE,255.29500000000002,271.555,248.0,145.287,102.713,397.10352083333333,2.857791666666667,1.875,-0.9827916666666666,0.66095,0.60955,-7.295000000000016,-0.029415322580645227,-23.555000000000007,0.41416532258064515
2024-01-08,Sales,EN,62.542,71.724,48.0,40.644,7.356,335.7758958333333,0.593,1.25,0.657,0.24915416666666668,0.837675,-14.542000000000002,-0.3029583333333334,-23.724000000000004,0.15325
2024-01-08,Sales,FR,69.018,75.444,67.0,63.45,3.55,299.20135416666665,0.581875,1.875,1.293125,0.23434375,0.8958375,-2.0180000000000007,-0.030119402985074636,-8.444000000000003,0.05298507462686567
2024-01-08,Sales,IT,68.003,92.336,65.0,50.084,14.916,294.45183333333335,0.5619999999999999,1.875,1.313,0.20617083333333333,0.8735145833333333,-3.003,-0.046200000000000005,-27.336,0.22947692307692308
2024-01-09,Customer Service,DE,390.969,444.896,409.0,146.4,262.6,463.0935,5.083875,1.875,-3.2088750000000004,0.74649375,0.40884375,18.031000000000006,0.044085574572127154,-35.896000000000015,0.6420537897310514
2024-01-09,Customer Service,EN,120.138,110.398,104.0,63.791,40.209,406.3354166666666,1.3859375,1.25,-0.13593750000000002,0.30153125,0.6748770833333334,-16.138000000000005,-0.15517307692307697,-6.397999999999996,0.38662500000000005
2024-01-09,Customer Service,FR,121.402,140.652,128.0,102.569,25.431,352.8757083333333,1.2032708333333333,1.875,0.6717291666666667,0.4584333333333333,0.8080416666666667,6.597999999999999,0.05154687499999999,-12.651999999999987,0.1986796875
2024-01-09,Customer Service,IT,121.118,140.107,126.0,99.434,26.566,344.66681250000005,1.1685625,1.875,0.7064374999999999,0.4157583333333333,0.80195,4.882000000000005,0.038746031746031785,-14.107,0.21084126984126983
2024-01-09,Sales,DE,211.719,222.125,213.0,142.994,70.006,397.4651666666667,2.3608333333333333,1.875,-0.48583333333333334,0.65153125,0.6847395833333333,1.281000000000006,0.006014084507042282,-9.125,0.32866666666666666
2024-01-09,Sales,EN,50.778,54.705,41.0,36.236,4.764,338.5011666666667,0.4882708333333334,1.875,1.3867291666666668,0.15508333333333332,0.8903270833333333,-9.777999999999999,-0.23848780487804874,-13.704999999999998,0.11619512195121952
2024-01-09,Sales,FR,58.887,81.115,50.0,45.485,4.515,311.10404166666666,0.5170625,1.875,1.3579375,0.20168333333333333,0.8969666666666667,-8.887,-0.17774,-31.114999999999995,0.09029999999999999
2024-01-09,Sales,IT,61.682,61.818,68.0,64.699,3.301,290.36170833333335,0.5093333333333333,1.875,1.3656666666666668,0.24348958333333334,0.8992249999999999,6.317999999999998,0.09291176470588232,6.182000000000002,0.04854411764705883
2024-01-10,Customer Service,DE,367.772,386.03999999999996,338.0,138.593,199.407,464.9516458333333,4.8222708333333335,1.875,-2.947270833333333,0.7252020833333334,0.43163541666666666,-29.77199999999999,-0.08808284023668636,-48.039999999999964,0.5899615384615385
2024-01-10,Customer Service,EN,99.844,88.61,85.0,69.28,15.72,411.0427916666667,1.1512083333333334,1.875,0.7237916666666666,0.35816875,0.8274791666666667,-14.843999999999994,-0.174635294117647,-3.6099999999999994,0.18494117647058825
2024-01-10,Customer Service,FR,104.992,106.028,82.0,67.582,14.418,363.313375,1.0781041666666666,1.875,0.7968958333333332,0.29116875000000003,0.8394750000000001,-22.992000000000004,-0.28039024390243905,-24.028000000000006,0.17582926829268292
2024-01-10,Customer Service,IT,104.419,117.246,117.0,91.299,25.701,341.25735416666663,1.0042916666666668,1.875,0.8707083333333334,0.40126875,0.8217208333333333,12.581000000000003,0.10752991452991456,-0.2459999999999951,0.21966666666666668
2024-01-10,Sales,DE,183.513,226.583,165.0,122.319,42.681,402.7211666666667,2.099270833333333,1.875,-0.22427083333333334,0.5920666666666666,0.7271312499999999,-18.513000000000005,-0.11220000000000004,-61.583,0.2586727272727273
2024-01-10,Sales,EN,50.91,45.497,59.0,49.276,9.724,341.3467083333333,0.4886875,1.875,1.3863125,0.2269958333333333,0.8990104166666666,8.090000000000003,0.13711864406779667,13.503,0.1648135593220339
2024-01-10,Sales,FR,56.661,56.098,46.0,40.159,5.841,310.5660833333333,0.49843750000000003,1.875,1.3765625000000001,0.15577916666666666,0.8792854166666667,-10.661000000000001,-0.2317608695652174,-10.097999999999999,0.12697826086956523
2024-01-10,Sales,IT,57.29,65.6,58.0,51.702,6.298,290.824375,0.4680416666666667,1.875,1.4069583333333335,0.20755208333333333,0.8881166666666666,0.7100000000000009,0.012241379310344842,-7.599999999999994,0.10858620689655173
2024-01-11,Customer Service,DE,335.052,409.068,299.0,136.861,162.139,469.87947916666667,4.449416666666667,1.875,-2.5744166666666666,0.7182125,0.4788145833333333,-36.05200000000002,-0.12057525083612047,-110.06799999999998,0.5422709030100334
2024-01-11,Customer Service,EN,86.733,93.082,86.0,73.769,12.231,407.33958333333334,1.0026875,1.875,0.8723125,0.37833958333333334,0.84573125,-0.7330000000000041,-0.008523255813953535,-7.081999999999994,0.14222093023255813
2024-01-11,Customer Service,FR,99.364,105.412,102.0,83.751,18.249,354.6504375,0.9944583333333333,1.875,0.8805416666666667,0.38795,0.82723125,2.6359999999999957,0.025843137254901918,-3.412000000000006,0.17891176470588235
2024-01-11,Customer Service,IT,101.889,109.36,103.0,86.258,16.742,338.1443541666667,0.9702083333333333,1.875,0.9047916666666667,0.37784375000000003,0.8301479166666667,1.1110000000000042,0.010786407766990332,-6.359999999999999,0.16254368932038835
2024-01-11,Sales,DE,174.591,201.775,177.0,126.858,50.142,401.0475833333333,1.9782916666666666,1.875,-0.10329166666666667,0.57856875,0.7206145833333334,2.408999999999992,0.013610169491525378,-24.775000000000006,0.28328813559322036
2024-01-11,Sales,EN,48.107,51.002,38.0,35.463,2.537,344.1991041666667,0.4686875,1.875,1.4063125,0.15914999999999999,0.9003708333333332,-10.107,-0.2659736842105263,-13.002000000000002,0.06676315789473684
2024-01-11,Sales,FR,50.825,59.833,36.0,34.0,2.0,303.5343541666667,0.4343958333333333,1.875,1.4406041666666667,0.15306875,0.9036416666666667,-14.825000000000003,-0.41180555555555565,-23.833,0.05555555555555555
2024-01-11,Sales,IT,53.38,50.51,52.0,49.0,3.0,288.4114375,0.4323333333333333,1.875,1.4426666666666668,0.17158541666666668,0.9031250000000001,-1.3800000000000026,-0.026538461538461587,1.490000000000002,0.057692307692307696
2024-01-12,Customer Service,DE,296.722,303.374,302.0,134.149,167.851,467.68435416666665,3.9040416666666666,1.875,-2.0290416666666666,0.7033833333333334,0.5030687500000001,5.27800000000002,0.017476821192053047,-1.3740000000000236,0.5557980132450331
2024-01-12,Customer Service,EN,82.446,90.627,72.0,60.974,11.026,405.0194166666667,0.9431666666666666,1.875,0.9318333333333334,0.29862083333333334,0.8551604166666666,-10.445999999999998,-0.14508333333333331,-18.626999999999995,0.15313888888888888
2024-01-12,Customer Service,FR,93.404,102.767,81.0,64.325,16.675,362.4094166666667,0.963625,1.875,0.911375,0.28579166666666667,0.8404208333333334,-12.403999999999996,-0.15313580246913575,-21.766999999999996,0.2058641975308642
2024-01-12,Customer Service,IT,100.524,101.106,83.0,74.387,8.613,335.24779166666667,0.9409166666666667,1.875,0.9340833333333333,0.32176875,0.8546041666666667,-17.524,-0.21113253012048194,-18.105999999999995,0.1037710843373494
2024-01-12,Sales,DE,165.583,174.67,130.0,99.502,30.498,401.20014583333335,1.8746041666666666,1.875,0.0003958333333333129,0.4770479166666666,0.7490645833333334,-35.583,-0.2737153846153846,-44.66999999999999,0.2346
2024-01-12,Sales,EN,40.667,42.482,45.0,41.293,3.707,337.61685416666666,0.3875,1.875,1.4875,0.17982916666666668,0.903325,4.332999999999998,0.09628888888888885,2.5180000000000007,0.08237777777777777
2024-01-12,Sales,FR,47.08,49.441,41.0,39.0,2.0,305.05972916666667,0.4055416666666667,1.875,1.4694583333333335,0.15024583333333333,0.9141104166666666,-6.079999999999998,-0.14829268292682923,-8.441000000000003,0.04878048780487805
2024-01-12,Sales,IT,48.477,46.265,45.0,40.0,5.0,295.691625,0.40347916666666667,1.875,1.4715208333333332,0.16705,0.8863145833333334,-3.4769999999999968,-0.0772666666666666,-1.2650000000000006,0.1111111111111111
2024-01-13,Customer Service,DE,194.133,202.362,177.0,116.044,60.956,474.63685416666664,2.5959791666666665,1.875,-0.7209791666666666,0.6278979166666666,0.6674854166666666,-17.13300000000001,-0.09679661016949158,-25.361999999999995,0.34438418079096045
2024-01-13,Customer Service,EN,53.369,56.684,45.0,41.893,3.107,401.38875,0.6083541666666666,1.875,1.2666458333333332,0.2109,0.8852333333333333,-8.369,-0.18597777777777777,-11.683999999999997,0.06904444444444445
2024-01-13,Customer Service,FR,58.055,69.1,44.0,36.126,7.874,361.6132291666667,0.5939375,1.25,0.6560625,0.26688958333333335,0.8547312499999999,-14.055,-0.31943181818181815,-25.099999999999994,0.17895454545454545
2024-01-13,Customer Service,IT,61.631,60.074,66.0,59.822,6.178,336.015375,0.5870000000000001,1.875,1.288,0.27391666666666664,0.8921145833333334,4.369,0.0661969696969697,5.926000000000002,0.09360606060606061
2024-01-13,Sales,DE,99.229,114.136,104.0,82.757,21.243000000000002,403.4544166666667,1.1355416666666667,1.875,0.7394583333333333,0.4321791666666666,0.8133770833333333,4.771000000000001,0.045875000000000006,-10.135999999999996,0.2042596153846154
2024-01-13,Sales,EN,25.779,26.751,39.0,35.788,3.2119999999999997,341.8417708333333,0.2470416666666667,1.875,1.6279583333333332,0.15981874999999998,0.9143541666666667,13.221,0.339,12.248999999999999,0.08235897435897435
2024-01-13,Sales,FR,32.464,34.982,30.0,26.0,4.0,302.17629166666666,0.2772291666666667,1.875,1.5977708333333334,0.10885416666666668,0.89095,-2.4639999999999986,-0.0821333333333333,-4.981999999999999,0.13333333333333333
2024-01-13,Sales,IT,31.955,35.518,29.0,26.0,3.0,295.75058333333334,0.26510416666666664,1.875,1.6098958333333335,0.08916249999999999,0.91014375,-2.9549999999999983,-0.10189655172413788,-6.518000000000001,0.10344827586206896
2024-01-14,Customer Service,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14,Customer Service,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14,Customer Service,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14,Customer Service,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14,Sales,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14,Sales,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14,Sales,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-14,Sales,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,Customer Service,DE,287.819,328.379,266.0,120.6,145.4,484.7551875,3.9201875000000004,1.7916666666666667,-2.1285208333333334,0.6517229166666666,0.5001020833333333,-21.819000000000017,-0.08202631578947375,-62.37900000000002,0.5466165413533834
2024-02-01,Customer Service,EN,73.038,76.914,72.0,63.697,8.303,416.819125,0.8601666666666666,1.7708333333333333,0.9106666666666666,0.32129583333333334,0.84734375,-1.0379999999999967,-0.014416666666666621,-4.9140000000000015,0.11531944444444446
2024-02-01,Customer Service,FR,85.195,92.319,105.0,81.868,23.132,372.5858125,0.8935208333333334,1.7708333333333333,0.8773124999999999,0.39587083333333334,0.8131229166666666,19.805000000000007,0.1886190476190477,12.680999999999997,0.22030476190476192
2024-02-01,Customer Service,IT,85.696,88.143,79.0,63.907,15.093,358.34366666666665,0.8675208333333333,1.7916666666666667,0.9241458333333333,0.2903354166666667,0.8326229166666667,-6.695999999999998,-0.08475949367088605,-9.143,0.1910506329113924
2024-02-01,Sales,DE,128.763,139.492,130.0,95.034,34.966,395.13620833333334,1.4348958333333333,1.75,0.3151041666666667,0.4598645833333333,0.7639062499999999,1.2369999999999948,0.009515384615384575,-9.49199999999999,0.2689692307692308
2024-02-01,Sales,EN,34.799,37.128,37.0,30.589,6.4110000000000005,344.53143750000004,0.3391875,1.75,1.4108124999999998,0.15826874999999999,0.892325,2.2010000000000005,0.0594864864864865,-0.1280000000000001,0.17327027027027028
2024-02-01,Sales,FR,40.736,39.721,41.0,37.0,4.0,305.66154166666666,0.3509583333333333,1.75,1.3990416666666665,0.16752083333333334,0.8900020833333334,0.2640000000000029,0.006439024390243973,1.2790000000000035,0.0975609756097561
2024-02-01,Sales,IT,38.159,44.011,36.0,28.998,7.002,293.2931875,0.3162291666666667,1.75,1.4337708333333332,0.12328541666666666,0.8725375,-2.158999999999999,-0.05997222222222219,-8.011000000000003,0.1945
2024-02-02,Customer Service,DE,239.128,247.95499999999998,247.0,137.979,109.021,462.96718749999997,3.1178958333333333,1.875,-1.2428958333333333,0.7127458333333333,0.58704375,7.872000000000014,0.03187044534412961,-0.9549999999999841,0.4413805668016194
2024-02-02,Customer Service,EN,58.660000000000004,69.36,56.0,43.033,12.967,396.6949375,0.6547916666666667,1.875,1.2202083333333333,0.20997083333333333,0.86119375,-2.6600000000000037,-0.04750000000000006,-13.36,0.23155357142857144
2024-02-02,Customer Service,FR,62.726,70.507,62.0,51.839,10.161,356.7654583333333,0.6318333333333334,1.875,1.2431666666666665,0.25020625,0.8772104166666667,-0.7259999999999991,-0.011709677419354823,-8.507000000000005,0.16388709677419355
2024-02-02,Customer Service,IT,73.837,72.481,76.0,68.577,7.423,340.1052291666667,0.7067708333333332,1.875,1.1682291666666667,0.3003645833333333,0.8718458333333333,2.1629999999999967,0.02846052631578943,3.5190000000000055,0.09767105263157895
2024-02-02,Sales,DE,116.535,132.91,126.0,77.787,48.213,398.72268749999995,1.3162708333333333,1.25,-0.06627083333333333,0.36013333333333336,0.6669604166666666,9.465000000000003,0.07511904761904764,-6.909999999999997,0.3826428571428572
2024-02-02,Sales,EN,32.506,36.546,32.0,27.439,4.561,336.2537291666667,0.308375,1.25,0.941625,0.17552500000000001,0.8711583333333334,-0.5060000000000002,-0.015812500000000007,-4.545999999999999,0.14253125
2024-02-02,Sales,FR,36.142,40.635,40.0,32.0,8.0,299.32408333333336,0.3065833333333333,1.875,1.5684166666666668,0.13284791666666665,0.87985625,3.857999999999997,0.09644999999999992,-0.634999999999998,0.2
2024-02-02,Sales,IT,36.894,37.594,30.0,24.0,6.0,288.40325,0.30112500000000003,1.875,1.573875,0.08587083333333334,0.8887458333333332,-6.893999999999998,-0.22979999999999995,-7.594000000000001,0.2
2024-02-03,Customer Service,DE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-03,Customer Service,EN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-03,Customer Service,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-03,Customer Service,IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
