weekday_name,interval_start,queue,language,avg_model_forecast,avg_required_agents,avg_available_agents,avg_gap,high_risk_rate
Fri,14:45,Customer Service,DE,5.063166666666667,3.2535833333333333,2.4166666666666665,-0.8369166666666666,0.5833333333333334
Fri,15:00,Customer Service,DE,5.452833333333333,3.499333333333333,2.0833333333333335,-1.4160000000000001,0.75
Fri,15:15,Customer Service,DE,5.946666666666666,3.8125,1.5,-2.3125,0.9166666666666666
Fri,15:30,Customer Service,DE,5.758500000000001,3.7078333333333333,2.0833333333333335,-1.6245,0.6666666666666666
Fri,15:45,Customer Service,DE,5.639500000000001,3.61675,2.0833333333333335,-1.5334166666666667,0.75
Fri,16:00,Customer Service,DE,5.573916666666666,3.5716666666666668,3.0,-0.5716666666666667,0.5833333333333334
Fri,16:15,Customer Service,DE,5.507833333333333,3.5366666666666666,2.0833333333333335,-1.4533333333333334,0.75
Fri,16:30,Customer Service,DE,5.19025,3.327583333333333,3.0,-0.32758333333333334,0.4166666666666667
Fri,16:45,Customer Service,DE,6.1827499999999995,3.968916666666667,3.0,-0.9689166666666668,0.6666666666666666
Fri,17:00,Customer Service,DE,5.511583333333333,3.5425,2.0833333333333335,-1.4591666666666665,0.9166666666666666
Fri,17:15,Customer Service,DE,5.098166666666667,3.269166666666667,2.0833333333333335,-1.1858333333333333,0.5833333333333334
Fri,17:30,Customer Service,DE,5.7523333333333335,3.70125,2.0833333333333335,-1.6179166666666667,0.75
Fri,17:45,Customer Service,DE,5.085416666666666,3.2714166666666666,2.0833333333333335,-1.1880833333333334,0.75
Fri,18:00,Customer Service,DE,5.461333333333333,3.5078333333333336,1.5,-2.0078333333333336,0.9166666666666666
Fri,18:15,Customer Service,DE,5.198666666666667,3.327833333333333,1.5,-1.8278333333333334,0.9166666666666666
Fri,18:30,Customer Service,DE,4.9070833333333335,3.1489999999999996,1.5,-1.649,1.0
Fri,18:45,Customer Service,DE,4.849916666666666,3.10725,1.5,-1.6072499999999998,0.9166666666666666
Fri,19:00,Customer Service,DE,4.433916666666667,2.8489166666666663,0.9166666666666666,-1.9322499999999998,0.75
Fri,19:15,Customer Service,DE,3.7983333333333333,2.4296666666666664,0.9166666666666666,-1.513,0.75
Fri,19:30,Customer Service,DE,3.9715833333333332,2.5429999999999997,0.9166666666666666,-1.6263333333333332,0.6666666666666666
Fri,19:45,Customer Service,DE,4.718166666666666,3.0245833333333336,0.9166666666666666,-2.1079166666666667,0.9166666666666666
Mon,08:00,Customer Service,DE,6.139,3.9316666666666666,1.0,-2.9316666666666666,1.0
Mon,08:15,Customer Service,DE,6.218,3.9895,1.0,-2.9895,0.9166666666666666
Mon,08:30,Customer Service,DE,6.299250000000001,4.027916666666667,1.0,-3.0279166666666666,0.9166666666666666
Mon,08:45,Customer Service,DE,7.058416666666667,4.50325,1.0,-3.50325,1.0
Mon,09:00,Customer Service,DE,6.421833333333333,4.111166666666667,1.5833333333333333,-2.527833333333333,0.8333333333333334
Mon,09:15,Customer Service,DE,6.67175,4.268166666666667,1.5833333333333333,-2.6848333333333336,0.9166666666666666
Mon,09:30,Customer Service,DE,7.251666666666666,4.638416666666667,1.5833333333333333,-3.0550833333333336,1.0
Mon,09:45,Customer Service,DE,6.74625,4.311083333333333,1.5833333333333333,-2.72775,0.9166666666666666
Mon,10:00,Customer Service,DE,7.456500000000001,4.7795,1.0,-3.7795,1.0
Mon,10:15,Customer Service,DE,7.0402499999999995,4.4943333333333335,2.0,-2.494333333333333,0.9166666666666666
Mon,10:30,Customer Service,DE,7.321916666666667,4.697416666666666,2.0,-2.697416666666667,0.8333333333333334
Mon,10:45,Customer Service,DE,7.765833333333333,4.961083333333334,2.0,-2.9610833333333333,0.9166666666666666
Mon,11:00,Customer Service,DE,6.9319999999999995,4.4235,1.9166666666666667,-2.5068333333333332,0.9166666666666666
Mon,11:15,Customer Service,DE,6.827083333333333,4.3715,2.5,-1.8715,0.75
Mon,11:30,Customer Service,DE,7.397749999999999,4.728666666666666,2.5,-2.228666666666667,0.8333333333333334
Mon,11:45,Customer Service,DE,6.4875,4.1507499999999995,2.5,-1.6507500000000002,0.75
Mon,12:00,Customer Service,DE,5.785,3.6961666666666666,1.0833333333333333,-2.612833333333333,0.75
Mon,12:15,Customer Service,DE,6.710249999999999,4.289833333333333,1.5,-2.7898333333333336,0.8333333333333334
Mon,12:30,Customer Service,DE,6.499583333333333,4.149916666666667,1.5,-2.6499166666666665,0.75
Mon,12:45,Customer Service,DE,6.3885000000000005,4.083166666666666,1.5,-2.5831666666666666,0.9166666666666666
Mon,13:00,Customer Service,DE,6.301416666666667,3.9964166666666667,1.4166666666666667,-2.57975,1.0
Mon,13:15,Customer Service,DE,7.244833333333332,4.6535,0.9166666666666666,-3.7368333333333332,1.0
Mon,13:30,Customer Service,DE,6.62625,4.22875,1.9166666666666667,-2.3120833333333333,0.9166666666666666
Mon,13:45,Customer Service,DE,6.351333333333333,4.0675,1.9166666666666667,-2.1508333333333334,0.8333333333333334
Mon,14:00,Customer Service,DE,7.213166666666667,4.607,2.0833333333333335,-2.5236666666666667,1.0
Mon,14:15,Customer Service,DE,6.802083333333333,4.355416666666667,1.5,-2.8554166666666667,1.0
Mon,14:30,Customer Service,DE,6.81275,4.343333333333333,2.0833333333333335,-2.26,0.9166666666666666
Mon,14:45,Customer Service,DE,7.19725,4.604666666666667,2.0833333333333335,-2.521333333333333,0.9166666666666666
Mon,15:00,Customer Service,DE,7.217666666666667,4.611083333333333,2.0,-2.611083333333333,0.9166666666666666
Mon,15:15,Customer Service,DE,6.997083333333333,4.4824166666666665,1.5833333333333333,-2.8990833333333335,1.0
Mon,15:30,Customer Service,DE,7.083166666666666,4.5335833333333335,2.0,-2.5335833333333335,1.0
Mon,15:45,Customer Service,DE,6.8155,4.3598333333333334,2.0,-2.3598333333333334,0.8333333333333334
Mon,16:00,Customer Service,DE,7.295166666666667,4.655916666666667,2.5,-2.1559166666666667,0.9166666666666666
Mon,16:15,Customer Service,DE,6.762583333333333,4.322583333333333,2.0,-2.3225833333333337,0.8333333333333334
Mon,16:30,Customer Service,DE,7.748083333333334,4.9599166666666665,2.5,-2.4599166666666665,0.75
Mon,16:45,Customer Service,DE,7.121083333333334,4.560833333333333,2.5,-2.0608333333333335,0.75
Mon,17:00,Customer Service,DE,6.999,4.47775,1.5,-2.9777500000000003,0.8333333333333334
Mon,17:15,Customer Service,DE,7.246833333333334,4.634666666666667,1.5,-3.1346666666666665,0.8333333333333334
Mon,17:30,Customer Service,DE,6.97975,4.4750000000000005,1.5,-2.975,0.9166666666666666
Mon,17:45,Customer Service,DE,6.63,4.250583333333333,1.5,-2.750583333333333,0.8333333333333334
Mon,18:00,Customer Service,DE,6.660916666666666,4.266583333333333,0.9166666666666666,-3.3499166666666667,1.0
Mon,18:15,Customer Service,DE,6.749333333333333,4.323583333333333,0.9166666666666666,-3.406916666666667,1.0
Mon,18:30,Customer Service,DE,4.837416666666667,3.0945,0.9166666666666666,-2.1778333333333335,0.9166666666666666
Mon,18:45,Customer Service,DE,6.067833333333334,3.8819166666666667,0.9166666666666666,-2.9652499999999997,1.0
Mon,19:00,Customer Service,DE,4.895583333333334,3.137,0.5,-2.637,1.0
Mon,19:15,Customer Service,DE,5.065666666666666,3.235333333333333,0.5,-2.735333333333333,0.9166666666666666
Mon,19:30,Customer Service,DE,5.14175,3.2875833333333335,0.5,-2.7875833333333335,1.0
Mon,19:45,Customer Service,DE,5.302833333333333,3.3994166666666668,0.5,-2.8994166666666668,1.0
Sat,08:00,Customer Service,DE,3.9675,2.5220833333333332,0.5,-2.0220833333333332,0.9166666666666666
Sat,08:15,Customer Service,DE,3.8833333333333333,2.465,0.5,-1.9649999999999999,0.9166666666666666
Sat,08:30,Customer Service,DE,3.7664166666666667,2.395583333333333,0.5,-1.8955833333333334,0.8333333333333334
Sat,08:45,Customer Service,DE,3.5569166666666665,2.2556666666666665,0.5,-1.7556666666666665,0.9166666666666666
Sat,09:00,Customer Service,DE,3.8542500000000004,2.449,0.75,-1.6989999999999998,0.9166666666666666
Sat,09:15,Customer Service,DE,3.811083333333333,2.42375,0.75,-1.67375,0.8333333333333334
Sat,09:30,Customer Service,DE,3.8151666666666664,2.4226666666666667,0.75,-1.6726666666666665,0.8333333333333334
Sat,09:45,Customer Service,DE,3.64225,2.3093333333333335,0.75,-1.5593333333333332,0.9166666666666666
Sat,10:00,Customer Service,DE,3.736916666666666,2.3671666666666664,0.5833333333333334,-1.7838333333333332,1.0
Sat,10:15,Customer Service,DE,3.9566666666666666,2.5124999999999997,1.0833333333333333,-1.4291666666666665,0.8333333333333334
Sat,10:30,Customer Service,DE,3.73625,2.3785833333333333,1.0833333333333333,-1.29525,0.8333333333333334
Sat,10:45,Customer Service,DE,3.6598333333333333,2.323,1.0833333333333333,-1.2396666666666667,0.75
Sat,11:00,Customer Service,DE,4.1905,2.6638333333333333,1.0833333333333333,-1.5805,0.8333333333333334
Sat,11:15,Customer Service,DE,3.624416666666667,2.3026666666666666,1.3333333333333333,-0.9693333333333332,0.6666666666666666
Sat,11:30,Customer Service,DE,3.7616666666666667,2.3878333333333335,1.3333333333333333,-1.0545,0.6666666666666666
Sat,11:45,Customer Service,DE,3.4562500000000003,2.1956666666666664,1.3333333333333333,-0.8623333333333334,0.6666666666666666
Sat,12:00,Customer Service,DE,3.6324166666666664,2.3041666666666667,0.5,-1.8041666666666665,0.8333333333333334
Sat,12:15,Customer Service,DE,3.628083333333333,2.3009166666666667,0.8333333333333334,-1.4675833333333335,0.8333333333333334
Sat,12:30,Customer Service,DE,3.5238333333333336,2.2348333333333334,0.8333333333333334,-1.4014999999999997,0.8333333333333334
Sat,12:45,Customer Service,DE,3.6085833333333333,2.29175,0.8333333333333334,-1.4584166666666667,0.8333333333333334
Sat,13:00,Customer Service,DE,3.4945,2.2110833333333333,0.8333333333333334,-1.37775,0.6666666666666666
Sat,13:15,Customer Service,DE,3.5588333333333337,2.260666666666667,0.5833333333333334,-1.6773333333333333,0.9166666666666666
Sat,13:30,Customer Service,DE,3.579333333333333,2.2735,1.0833333333333333,-1.1901666666666666,0.75
Sat,13:45,Customer Service,DE,3.4014166666666665,2.1638333333333333,1.0833333333333333,-1.0805,0.6666666666666666
Sat,14:00,Customer Service,DE,3.858833333333333,2.449,1.0,-1.4489999999999998,0.75
Sat,14:15,Customer Service,DE,4.093416666666667,2.595,0.75,-1.845,0.8333333333333334
Sat,14:30,Customer Service,DE,3.8149166666666665,2.4229166666666666,1.0,-1.4229166666666666,0.75
Sat,14:45,Customer Service,DE,3.666916666666667,2.3278333333333334,1.0,-1.3278333333333334,0.75
Sat,15:00,Customer Service,DE,3.718833333333333,2.3586666666666667,1.0833333333333333,-1.2753333333333334,0.75
Sat,15:15,Customer Service,DE,3.88875,2.4644166666666667,0.75,-1.7144166666666667,0.9166666666666666
Sat,15:30,Customer Service,DE,3.8478333333333334,2.4468333333333336,1.0833333333333333,-1.3635000000000002,0.8333333333333334
Sat,15:45,Customer Service,DE,3.6534166666666668,2.31875,1.0833333333333333,-1.2354166666666668,0.75
Sat,16:00,Customer Service,DE,4.064166666666666,2.5770833333333334,1.3333333333333333,-1.2437500000000001,0.75
Sat,16:15,Customer Service,DE,3.4804999999999997,2.2087499999999998,1.0833333333333333,-1.1254166666666665,0.75
Sat,16:30,Customer Service,DE,3.65575,2.3214166666666665,1.3333333333333333,-0.9880833333333333,0.6666666666666666
Sat,16:45,Customer Service,DE,3.513916666666667,2.2319166666666668,1.3333333333333333,-0.8985833333333333,0.5833333333333334
Sat,17:00,Customer Service,DE,3.674166666666667,2.33275,0.8333333333333334,-1.4994166666666666,0.8333333333333334
Sat,17:15,Customer Service,DE,4.047833333333333,2.57,0.8333333333333334,-1.7366666666666666,0.8333333333333334
Sat,17:30,Customer Service,DE,3.63925,2.309416666666667,0.8333333333333334,-1.4760833333333334,0.8333333333333334
Sat,17:45,Customer Service,DE,3.8049166666666667,2.4154166666666668,0.8333333333333334,-1.5820833333333333,0.8333333333333334
Sat,18:00,Customer Service,DE,3.68625,2.3405833333333335,0.5833333333333334,-1.75725,0.9166666666666666
Sat,18:15,Customer Service,DE,3.71625,2.3583333333333334,0.5833333333333334,-1.7750000000000001,1.0
Sat,18:30,Customer Service,DE,3.6281666666666665,2.30225,0.5833333333333334,-1.7189166666666666,0.9166666666666666
Sat,18:45,Customer Service,DE,3.5082500000000003,2.227,0.5833333333333334,-1.6436666666666666,0.9166666666666666
Sat,19:00,Customer Service,DE,3.6613333333333333,2.3265,0.25,-2.0765,1.0
Sat,19:15,Customer Service,DE,3.359833333333333,2.1328333333333336,0.25,-1.8828333333333334,0.9166666666666666
Sat,19:30,Customer Service,DE,3.0652500000000003,1.9467499999999998,0.25,-1.69675,0.9166666666666666
Sat,19:45,Customer Service,DE,3.6038333333333328,2.2885,0.25,-2.0385,0.9166666666666666
Sun,08:00,Customer Service,DE,4.607916666666667,2.921,0.0,-2.921,1.0
Sun,08:15,Customer Service,DE,4.607916666666667,2.92,0.0,-2.92,1.0
Sun,08:30,Customer Service,DE,4.607916666666667,2.923666666666667,0.0,-2.923666666666667,1.0
Sun,08:45,Customer Service,DE,4.607916666666667,2.92,0.0,-2.92,1.0
Sun,09:00,Customer Service,DE,4.607916666666667,2.92,0.0,-2.92,1.0
Sun,09:15,Customer Service,DE,4.607916666666667,2.924416666666666,0.0,-2.924416666666666,1.0
Sun,09:30,Customer Service,DE,4.625916666666667,2.9313333333333333,0.0,-2.9313333333333333,1.0
Sun,09:45,Customer Service,DE,4.6098333333333334,2.91525,0.0,-2.91525,1.0
Sun,10:00,Customer Service,DE,4.647666666666667,2.937416666666667,0.0,-2.937416666666667,1.0
Sun,10:15,Customer Service,DE,4.689916666666666,2.971166666666667,0.0,-2.971166666666667,1.0
Sun,10:30,Customer Service,DE,4.718916666666667,2.9964999999999997,0.0,-2.9964999999999997,1.0
Sun,10:45,Customer Service,DE,4.60625,2.9189166666666666,0.0,-2.9189166666666666,1.0
Sun,11:00,Customer Service,DE,4.785333333333333,3.035083333333333,0.0,-3.035083333333333,1.0
Sun,11:15,Customer Service,DE,4.607916666666667,2.921,0.0,-2.921,1.0
Sun,11:30,Customer Service,DE,4.7145,2.98725,0.0,-2.98725,1.0
Sun,11:45,Customer Service,DE,4.453083333333333,2.82525,0.0,-2.82525,1.0
Sun,12:00,Customer Service,DE,4.581916666666667,2.9034166666666668,0.0,-2.9034166666666668,1.0
Sun,12:15,Customer Service,DE,4.53475,2.873333333333333,0.0,-2.873333333333333,1.0
Sun,12:30,Customer Service,DE,4.510833333333333,2.858333333333333,0.0,-2.858333333333333,1.0
Sun,12:45,Customer Service,DE,4.6065,2.9194999999999998,0.0,-2.9194999999999998,1.0
Sun,13:00,Customer Service,DE,4.570666666666667,2.8925,0.0,-2.8925,1.0
Sun,13:15,Customer Service,DE,4.607916666666667,2.919166666666667,0.0,-2.919166666666667,1.0
Sun,13:30,Customer Service,DE,4.49725,2.8497500000000002,0.0,-2.8497500000000002,1.0
Sun,13:45,Customer Service,DE,4.357083333333334,2.76575,0.0,-2.76575,1.0
Sun,14:00,Customer Service,DE,4.675333333333334,2.9624166666666665,0.0,-2.9624166666666665,1.0
Sun,14:15,Customer Service,DE,4.664666666666666,2.949,0.0,-2.949,1.0
Sun,14:30,Customer Service,DE,4.607916666666667,2.9196666666666666,0.0,-2.9196666666666666,1.0
Sun,14:45,Customer Service,DE,4.665333333333333,2.9563333333333333,0.0,-2.9563333333333333,1.0
Sun,15:00,Customer Service,DE,4.6297500000000005,2.93375,0.0,-2.93375,1.0
Sun,15:15,Customer Service,DE,4.8380833333333335,3.0584166666666666,0.0,-3.0584166666666666,1.0
Sun,15:30,Customer Service,DE,4.638833333333333,2.9447500000000004,0.0,-2.9447500000000004,1.0
Sun,15:45,Customer Service,DE,4.656083333333334,2.9505,0.0,-2.9505,1.0
Sun,16:00,Customer Service,DE,4.876416666666667,3.0886666666666667,0.0,-3.0886666666666667,1.0
Sun,16:15,Customer Service,DE,4.607916666666667,2.92,0.0,-2.92,1.0
Sun,16:30,Customer Service,DE,4.597833333333333,2.9170833333333337,0.0,-2.9170833333333337,1.0
Sun,16:45,Customer Service,DE,4.728833333333333,2.9964999999999997,0.0,-2.9964999999999997,1.0
Sun,17:00,Customer Service,DE,4.607916666666667,2.92,0.0,-2.92,1.0
Sun,17:15,Customer Service,DE,4.607916666666667,2.92,0.0,-2.92,1.0
Sun,17:30,Customer Service,DE,4.607916666666667,2.92,0.0,-2.92,1.0
Sun,17:45,Customer Service,DE,4.607916666666667,2.92,0.0,-2.92,1.0
Sun,18:00,Customer Service,DE,4.607916666666667,2.921666666666667,0.0,-2.921666666666667,1.0
Sun,18:15,Customer Service,DE,4.607916666666667,2.9173333333333336,0.0,-2.9173333333333336,1.0
Sun,18:30,Customer Service,DE,4.5335833333333335,2.872833333333333,0.0,-2.872833333333333,1.0
Sun,18:45,Customer Service,DE,4.5144166666666665,2.862166666666667,0.0,-2.862166666666667,1.0
Sun,19:00,Customer Service,DE,4.5328333333333335,2.874333333333333,0.0,-2.874333333333333,1.0
Sun,19:15,Customer Service,DE,4.295916666666667,2.7219166666666665,0.0,-2.7219166666666665,1.0
Sun,19:30,Customer Service,DE,4.342666666666666,2.751666666666667,0.0,-2.751666666666667,1.0
Sun,19:45,Customer Service,DE,4.501416666666667,2.8511666666666664,0.0,-2.8511666666666664,1.0
Thu,08:00,Customer Service,DE,5.246583333333334,3.346,0.75,-2.596,0.9166666666666666
Thu,08:15,Customer Service,DE,5.3205,3.3846666666666665,0.75,-2.6346666666666665,1.0
Thu,08:30,Customer Service,DE,4.95225,3.15225,0.75,-2.40225,1.0
Thu,08:45,Customer Service,DE,5.88525,3.7423333333333333,0.75,-2.9923333333333333,1.0
Thu,09:00,Customer Service,DE,5.356583333333333,3.410083333333333,1.3333333333333333,-2.07675,0.9166666666666666
Thu,09:15,Customer Service,DE,5.354416666666666,3.419,1.3333333333333333,-2.0856666666666666,1.0
Thu,09:30,Customer Service,DE,5.360499999999999,3.411583333333333,1.3333333333333333,-2.07825,0.8333333333333334
Thu,09:45,Customer Service,DE,5.23375,3.3273333333333333,1.3333333333333333,-1.994,0.8333333333333334
Thu,10:00,Customer Service,DE,5.762083333333333,3.6591666666666662,1.0833333333333333,-2.575833333333333,1.0
Thu,10:15,Customer Service,DE,5.92175,3.765416666666667,1.8333333333333333,-1.9320833333333332,0.75
Thu,10:30,Customer Service,DE,5.522916666666667,3.532583333333333,1.8333333333333333,-1.69925,0.6666666666666666
Thu,10:45,Customer Service,DE,5.670333333333333,3.6145,1.8333333333333333,-1.7811666666666666,0.8333333333333334
Thu,11:00,Customer Service,DE,5.336916666666667,3.3996666666666666,2.0,-1.3996666666666666,0.6666666666666666
Thu,11:15,Customer Service,DE,4.960666666666667,3.16,2.5833333333333335,-0.5766666666666668,0.4166666666666667
Thu,11:30,Customer Service,DE,5.382916666666667,3.4298333333333333,2.5833333333333335,-0.8464999999999999,0.5833333333333334
Thu,11:45,Customer Service,DE,5.042666666666666,3.2151666666666667,2.5833333333333335,-0.6318333333333334,0.5833333333333334
Thu,12:00,Customer Service,DE,4.809833333333334,3.060916666666667,1.3333333333333333,-1.7275833333333335,0.75
Thu,12:15,Customer Service,DE,5.096333333333333,3.251,1.8333333333333333,-1.4176666666666666,0.8333333333333334
Thu,12:30,Customer Service,DE,5.050916666666667,3.218833333333333,1.8333333333333333,-1.3855000000000002,0.75
Thu,12:45,Customer Service,DE,5.179916666666666,3.307916666666667,1.8333333333333333,-1.4745833333333334,0.8333333333333334
Thu,13:00,Customer Service,DE,5.073166666666666,3.2091666666666665,1.25,-1.9591666666666665,0.75
Thu,13:15,Customer Service,DE,5.437166666666666,3.4651666666666667,1.25,-2.2151666666666667,1.0
Thu,13:30,Customer Service,DE,4.81575,3.068583333333333,2.0,-1.0685833333333334,0.5833333333333334
Thu,13:45,Customer Service,DE,4.793083333333333,3.063333333333333,2.0,-1.0633333333333332,0.6666666666666666
Thu,14:00,Customer Service,DE,5.298666666666667,3.37575,2.0833333333333335,-1.2924166666666668,0.75
Thu,14:15,Customer Service,DE,5.611250000000001,3.563916666666666,1.5,-2.0639166666666666,1.0
Thu,14:30,Customer Service,DE,4.931333333333334,3.13775,1.8333333333333333,-1.3044166666666668,0.75
Thu,14:45,Customer Service,DE,5.421749999999999,3.452,1.8333333333333333,-1.6186666666666667,0.75
Thu,15:00,Customer Service,DE,5.039583333333334,3.2115833333333335,1.75,-1.4615833333333335,0.75
Thu,15:15,Customer Service,DE,5.9845,3.8029166666666665,1.25,-2.552916666666667,1.0
Thu,15:30,Customer Service,DE,5.622916666666666,3.5925,1.8333333333333333,-1.7591666666666665,0.9166666666666666
Thu,15:45,Customer Service,DE,5.062583333333333,3.2221666666666664,1.8333333333333333,-1.3888333333333334,0.6666666666666666
Thu,16:00,Customer Service,DE,5.6003333333333325,3.5660833333333333,2.5833333333333335,-0.9827499999999999,0.5833333333333334
Thu,16:15,Customer Service,DE,5.3875,3.4315833333333337,1.8333333333333333,-1.5982500000000002,0.6666666666666666
Thu,16:30,Customer Service,DE,5.295166666666667,3.3692499999999996,2.5833333333333335,-0.7859166666666667,0.5833333333333334
Thu,16:45,Customer Service,DE,5.813166666666667,3.6984999999999997,2.5833333333333335,-1.1151666666666666,0.5833333333333334
Thu,17:00,Customer Service,DE,4.888833333333333,3.116,1.8333333333333333,-1.2826666666666666,0.6666666666666666
Thu,17:15,Customer Service,DE,5.60425,3.5709999999999997,1.8333333333333333,-1.7376666666666667,0.75
Thu,17:30,Customer Service,DE,5.409166666666667,3.453,1.8333333333333333,-1.6196666666666666,0.75
Thu,17:45,Customer Service,DE,5.436416666666666,3.467416666666667,1.8333333333333333,-1.6340833333333336,0.8333333333333334
Thu,18:00,Customer Service,DE,5.2437499999999995,3.3409999999999997,1.25,-2.0909999999999997,1.0
Thu,18:15,Customer Service,DE,5.403083333333334,3.4475833333333328,1.25,-2.197583333333333,0.9166666666666666
Thu,18:30,Customer Service,DE,4.9511666666666665,3.154666666666667,1.25,-1.9046666666666667,1.0
Thu,18:45,Customer Service,DE,5.242333333333334,3.342333333333334,1.25,-2.0923333333333334,1.0
Thu,19:00,Customer Service,DE,5.03325,3.2075833333333335,0.75,-2.4575833333333335,0.9166666666666666
Thu,19:15,Customer Service,DE,4.591666666666667,2.9269166666666666,0.75,-2.1769166666666666,0.9166666666666666
Thu,19:30,Customer Service,DE,4.303333333333334,2.7394166666666666,0.75,-1.9894166666666668,1.0
Thu,19:45,Customer Service,DE,4.76475,3.0336666666666665,0.75,-2.2836666666666665,1.0
Tue,08:00,Customer Service,DE,6.218916666666666,3.996166666666667,0.8333333333333334,-3.1628333333333334,1.0
Tue,08:15,Customer Service,DE,6.769083333333334,4.3495,0.8333333333333334,-3.516166666666667,1.0
Tue,08:30,Customer Service,DE,6.8645,4.3959166666666665,0.8333333333333334,-3.562583333333333,1.0
Tue,08:45,Customer Service,DE,7.126,4.55925,0.8333333333333334,-3.7259166666666665,1.0
Tue,09:00,Customer Service,DE,7.116333333333333,4.576,1.5833333333333333,-2.9926666666666666,1.0
Tue,09:15,Customer Service,DE,6.539666666666666,4.2075000000000005,1.5833333333333333,-2.6241666666666665,0.9166666666666666
Tue,09:30,Customer Service,DE,6.09025,3.891583333333333,1.5833333333333333,-2.3082499999999997,1.0
Tue,09:45,Customer Service,DE,6.7115833333333335,4.298166666666667,1.5833333333333333,-2.7148333333333334,0.9166666666666666
Tue,10:00,Customer Service,DE,6.899916666666666,4.404333333333333,1.1666666666666667,-3.2376666666666662,1.0
Tue,10:15,Customer Service,DE,7.359583333333333,4.726333333333334,2.0,-2.7263333333333333,0.9166666666666666
Tue,10:30,Customer Service,DE,8.341,5.361416666666667,2.0,-3.3614166666666665,0.9166666666666666
Tue,10:45,Customer Service,DE,6.811,4.3605833333333335,2.0,-2.3605833333333335,0.9166666666666666
Tue,11:00,Customer Service,DE,7.626416666666667,4.8975,2.0,-2.8974999999999995,0.8333333333333334
Tue,11:15,Customer Service,DE,5.91425,3.788,2.75,-1.038,0.5833333333333334
Tue,11:30,Customer Service,DE,6.781666666666666,4.34225,2.75,-1.59225,0.8333333333333334
Tue,11:45,Customer Service,DE,6.9839166666666666,4.474666666666667,2.75,-1.7246666666666668,0.6666666666666666
Tue,12:00,Customer Service,DE,5.444333333333333,3.4791666666666665,1.5,-1.9791666666666667,0.6666666666666666
Tue,12:15,Customer Service,DE,5.52775,3.5431666666666666,1.9166666666666667,-1.6265,0.8333333333333334
Tue,12:30,Customer Service,DE,5.613916666666667,3.5989166666666663,1.9166666666666667,-1.68225,0.75
